#Coverage	Number of genomic locations
3094.0	1.0
3095.0	4.0
3096.0	1.0
3097.0	5.0
3098.0	4.0
3099.0	4.0
3100.0	4.0
3101.0	6.0
3102.0	4.0
3103.0	7.0
3104.0	3.0
3105.0	3.0
3106.0	7.0
3107.0	6.0
3108.0	6.0
3110.0	9.0
3111.0	5.0
3112.0	5.0
3113.0	3.0
3114.0	6.0
3115.0	5.0
3116.0	4.0
3117.0	2.0
3118.0	2.0
3119.0	4.0
3120.0	4.0
3121.0	5.0
3122.0	3.0
3123.0	4.0
3124.0	3.0
3125.0	5.0
3126.0	1.0
3127.0	4.0
3128.0	2.0
3129.0	2.0
3130.0	5.0
3131.0	4.0
3132.0	2.0
3133.0	3.0
3134.0	3.0
3135.0	2.0
3136.0	1.0
3137.0	4.0
3138.0	1.0
3139.0	4.0
3140.0	3.0
3141.0	2.0
3142.0	3.0
3143.0	2.0
3144.0	3.0
3145.0	4.0
3146.0	1.0
3147.0	5.0
3148.0	3.0
3149.0	4.0
3150.0	4.0
3151.0	4.0
3152.0	2.0
3153.0	5.0
3154.0	5.0
3155.0	4.0
3156.0	3.0
3157.0	1.0
3158.0	2.0
3159.0	6.0
3160.0	4.0
3161.0	8.0
3162.0	2.0
3163.0	2.0
3164.0	6.0
3165.0	5.0
3166.0	5.0
3167.0	5.0
3168.0	3.0
3171.0	2.0
3172.0	6.0
3173.0	2.0
3174.0	4.0
3175.0	2.0
3176.0	2.0
3177.0	2.0
3178.0	4.0
3179.0	6.0
3180.0	4.0
3181.0	3.0
3182.0	6.0
3183.0	2.0
3184.0	3.0
3185.0	1.0
3187.0	4.0
3188.0	5.0
3190.0	2.0
3191.0	2.0
3192.0	4.0
3193.0	3.0
3194.0	7.0
3195.0	1.0
3196.0	1.0
3197.0	5.0
3198.0	1.0
3199.0	3.0
3200.0	5.0
3201.0	4.0
3202.0	3.0
3203.0	3.0
3204.0	3.0
3205.0	3.0
3206.0	2.0
3208.0	3.0
3209.0	7.0
3211.0	3.0
3212.0	4.0
3213.0	4.0
3214.0	2.0
3215.0	3.0
3216.0	1.0
3217.0	3.0
3218.0	1.0
3219.0	2.0
3220.0	6.0
3221.0	2.0
3222.0	1.0
3223.0	1.0
3224.0	1.0
3225.0	2.0
3226.0	2.0
3227.0	3.0
3228.0	3.0
3229.0	2.0
3230.0	2.0
3231.0	5.0
3232.0	3.0
3233.0	3.0
3234.0	5.0
3235.0	2.0
3236.0	1.0
3237.0	2.0
3238.0	1.0
3239.0	2.0
3240.0	4.0
3241.0	2.0
3242.0	4.0
3243.0	2.0
3244.0	7.0
3245.0	2.0
3246.0	4.0
3247.0	3.0
3248.0	2.0
3249.0	3.0
3250.0	6.0
3251.0	2.0
3252.0	2.0
3253.0	1.0
3254.0	4.0
3255.0	1.0
3256.0	4.0
3257.0	2.0
3258.0	3.0
3259.0	1.0
3260.0	2.0
3261.0	1.0
3262.0	1.0
3263.0	1.0
3264.0	5.0
3265.0	5.0
3267.0	3.0
3268.0	3.0
3269.0	3.0
3270.0	2.0
3271.0	2.0
3272.0	3.0
3273.0	2.0
3274.0	4.0
3275.0	4.0
3276.0	4.0
3277.0	2.0
3278.0	2.0
3279.0	2.0
3281.0	3.0
3282.0	5.0
3283.0	3.0
3284.0	3.0
3285.0	1.0
3286.0	5.0
3287.0	2.0
3288.0	1.0
3290.0	4.0
3291.0	3.0
3292.0	2.0
3294.0	2.0
3295.0	6.0
3296.0	4.0
3297.0	2.0
3298.0	2.0
3299.0	4.0
3300.0	4.0
3301.0	7.0
3302.0	4.0
3303.0	2.0
3304.0	3.0
3305.0	4.0
3306.0	5.0
3307.0	3.0
3308.0	5.0
3309.0	3.0
3310.0	2.0
3311.0	1.0
3312.0	2.0
3313.0	4.0
3314.0	2.0
3315.0	3.0
3316.0	2.0
3317.0	5.0
3318.0	4.0
3319.0	6.0
3320.0	4.0
3321.0	3.0
3322.0	2.0
3323.0	3.0
3324.0	2.0
3325.0	3.0
3326.0	2.0
3327.0	1.0
3328.0	3.0
3329.0	5.0
3330.0	1.0
3331.0	5.0
3332.0	4.0
3333.0	3.0
3334.0	2.0
3335.0	1.0
3336.0	4.0
3337.0	7.0
3338.0	3.0
3339.0	6.0
3340.0	3.0
3341.0	2.0
3342.0	2.0
3343.0	3.0
3344.0	1.0
3345.0	2.0
3346.0	1.0
3347.0	5.0
3348.0	2.0
3349.0	1.0
3350.0	2.0
3351.0	2.0
3352.0	2.0
3353.0	3.0
3354.0	3.0
3355.0	6.0
3356.0	3.0
3357.0	6.0
3358.0	3.0
3359.0	3.0
3360.0	3.0
3361.0	1.0
3362.0	3.0
3365.0	3.0
3366.0	1.0
3367.0	1.0
3368.0	4.0
3369.0	4.0
3370.0	7.0
3371.0	2.0
3372.0	4.0
3373.0	4.0
3374.0	3.0
3375.0	2.0
3376.0	1.0
3377.0	4.0
3378.0	2.0
3379.0	2.0
3380.0	2.0
3381.0	1.0
3382.0	3.0
3383.0	1.0
3384.0	2.0
3385.0	1.0
3386.0	2.0
3387.0	1.0
3388.0	3.0
3389.0	4.0
3390.0	5.0
3391.0	3.0
3392.0	9.0
3393.0	2.0
3394.0	1.0
3395.0	3.0
3397.0	5.0
3398.0	2.0
3399.0	5.0
3400.0	5.0
3401.0	4.0
3402.0	5.0
3403.0	1.0
3404.0	3.0
3405.0	1.0
3406.0	6.0
3407.0	2.0
3408.0	2.0
3409.0	4.0
3410.0	5.0
3411.0	2.0
3412.0	2.0
3413.0	5.0
3414.0	3.0
3415.0	3.0
3416.0	7.0
3417.0	4.0
3418.0	3.0
3419.0	6.0
3420.0	2.0
3421.0	3.0
3422.0	3.0
3423.0	4.0
3424.0	5.0
3425.0	1.0
3426.0	3.0
3427.0	6.0
3428.0	4.0
3429.0	3.0
3430.0	5.0
3431.0	2.0
3432.0	2.0
3433.0	2.0
3434.0	2.0
3435.0	2.0
3436.0	5.0
3437.0	4.0
3438.0	2.0
3439.0	5.0
3440.0	3.0
3441.0	2.0
3442.0	2.0
3443.0	3.0
3444.0	2.0
3445.0	3.0
3447.0	5.0
3448.0	3.0
3450.0	2.0
3451.0	4.0
3452.0	4.0
3453.0	1.0
3454.0	1.0
3456.0	1.0
3457.0	3.0
3458.0	2.0
3459.0	3.0
3460.0	5.0
3461.0	1.0
3462.0	1.0
3463.0	1.0
3464.0	4.0
3466.0	2.0
3467.0	1.0
3468.0	3.0
3469.0	1.0
3472.0	3.0
3473.0	2.0
3474.0	1.0
3475.0	5.0
3476.0	6.0
3477.0	2.0
3478.0	5.0
3479.0	4.0
3481.0	2.0
3482.0	1.0
3483.0	1.0
3484.0	2.0
3485.0	3.0
3486.0	3.0
3488.0	1.0
3489.0	3.0
3490.0	3.0
3492.0	2.0
3493.0	1.0
3494.0	1.0
3495.0	1.0
3496.0	2.0
3499.0	4.0
3501.0	2.0
3503.0	2.0
3504.0	2.0
3505.0	3.0
3506.0	3.0
3507.0	4.0
3509.0	2.0
3511.0	1.0
3512.0	1.0
3513.0	2.0
3514.0	2.0
3515.0	2.0
3516.0	5.0
3517.0	6.0
3518.0	2.0
3519.0	2.0
3520.0	1.0
3521.0	2.0
3522.0	3.0
3523.0	2.0
3524.0	2.0
3525.0	1.0
3526.0	3.0
3527.0	3.0
3528.0	1.0
3529.0	1.0
3530.0	4.0
3531.0	2.0
3532.0	4.0
3533.0	2.0
3534.0	4.0
3536.0	1.0
3537.0	1.0
3538.0	2.0
3539.0	3.0
3540.0	4.0
3541.0	1.0
3542.0	2.0
3544.0	1.0
3545.0	1.0
3546.0	2.0
3547.0	1.0
3548.0	4.0
3550.0	1.0
3552.0	1.0
3553.0	4.0
3554.0	1.0
3555.0	2.0
3556.0	1.0
3557.0	2.0
3559.0	1.0
3560.0	4.0
3562.0	3.0
3563.0	2.0
3564.0	3.0
3565.0	1.0
3567.0	1.0
3568.0	2.0
3571.0	2.0
3574.0	2.0
3576.0	2.0
3578.0	1.0
3579.0	1.0
3581.0	1.0
3582.0	2.0
3585.0	1.0
3586.0	1.0
3587.0	1.0
3589.0	1.0
3590.0	3.0
3593.0	1.0
3595.0	3.0
3597.0	1.0
3598.0	3.0
3599.0	1.0
3601.0	1.0
3602.0	1.0
3603.0	3.0
3604.0	2.0
3605.0	3.0
3607.0	2.0
3608.0	1.0
3611.0	1.0
3613.0	2.0
3614.0	2.0
3616.0	1.0
3619.0	1.0
3622.0	1.0
3625.0	1.0
3627.0	1.0
3629.0	1.0
3630.0	1.0
3631.0	1.0
3633.0	1.0
3637.0	1.0
3638.0	2.0
3642.0	1.0
3643.0	1.0
3645.0	3.0
3646.0	2.0
3647.0	4.0
3649.0	1.0
3650.0	1.0
3651.0	1.0
3653.0	1.0
3654.0	1.0
3658.0	1.0
3659.0	2.0
3660.0	1.0
3662.0	1.0
3663.0	1.0
3664.0	1.0
3666.0	2.0
3669.0	2.0
3670.0	1.0
3671.0	3.0
3676.0	2.0
3678.0	1.0
3680.0	1.0
3681.0	2.0
3685.0	1.0
3686.0	2.0
3689.0	2.0
3690.0	2.0
3692.0	1.0
3693.0	1.0
3695.0	2.0
3696.0	1.0
3697.0	1.0
3699.0	1.0
3700.0	1.0
3701.0	3.0
3702.0	4.0
3703.0	1.0
3704.0	1.0
3705.0	1.0
3709.0	1.0
3713.0	2.0
3714.0	2.0
3716.0	2.0
3717.0	2.0
3719.0	2.0
3720.0	3.0
3721.0	2.0
3722.0	3.0
3723.0	1.0
3724.0	1.0
3725.0	1.0
3726.0	1.0
3727.0	2.0
3728.0	1.0
3729.0	1.0
3731.0	3.0
3736.0	2.0
3739.0	1.0
3740.0	1.0
3741.0	2.0
3742.0	1.0
3743.0	1.0
3744.0	1.0
3746.0	1.0
3747.0	2.0
3749.0	2.0
3754.0	2.0
3758.0	2.0
3759.0	1.0
3760.0	2.0
3764.0	1.0
3765.0	1.0
3766.0	1.0
3769.0	1.0
3770.0	2.0
3771.0	1.0
3773.0	1.0
3774.0	1.0
3775.0	1.0
3776.0	1.0
3778.0	1.0
3780.0	2.0
3782.0	1.0
3784.0	2.0
3785.0	1.0
3787.0	1.0
3790.0	1.0
3792.0	2.0
3794.0	1.0
3796.0	1.0
3797.0	1.0
3799.0	1.0
3800.0	1.0
3804.0	1.0
3805.0	2.0
3807.0	1.0
3811.0	2.0
3813.0	4.0
3815.0	1.0
3821.0	3.0
3822.0	1.0
3825.0	1.0
3826.0	1.0
3827.0	1.0
3828.0	1.0
3829.0	2.0
3832.0	1.0
3833.0	2.0
3834.0	1.0
3835.0	1.0
3836.0	2.0
3837.0	1.0
3838.0	1.0
3839.0	3.0
3840.0	1.0
3842.0	2.0
3843.0	1.0
3844.0	1.0
3845.0	1.0
3846.0	2.0
3847.0	3.0
3849.0	1.0
3850.0	1.0
3854.0	4.0
3855.0	1.0
3856.0	2.0
3858.0	2.0
3859.0	1.0
3862.0	1.0
3864.0	2.0
3869.0	1.0
3870.0	1.0
3871.0	1.0
3872.0	1.0
3873.0	4.0
3875.0	1.0
3876.0	1.0
3878.0	2.0
3883.0	1.0
3884.0	1.0
3886.0	1.0
3888.0	1.0
3889.0	1.0
3890.0	1.0
3893.0	1.0
3895.0	1.0
3897.0	1.0
3900.0	1.0
3902.0	1.0
3903.0	1.0
3906.0	1.0
3909.0	1.0
3913.0	2.0
3914.0	1.0
3916.0	2.0
3917.0	1.0
3918.0	2.0
3919.0	1.0
3924.0	1.0
3925.0	1.0
3927.0	2.0
3928.0	1.0
3930.0	2.0
3931.0	2.0
3932.0	1.0
3939.0	2.0
3941.0	2.0
3944.0	1.0
3945.0	1.0
3952.0	2.0
3953.0	1.0
3954.0	1.0
3955.0	1.0
3956.0	3.0
3959.0	1.0
3964.0	1.0
3965.0	2.0
3967.0	1.0
3968.0	1.0
3969.0	1.0
3971.0	1.0
3973.0	1.0
3977.0	1.0
3979.0	1.0
3981.0	1.0
3983.0	1.0
3985.0	2.0
3988.0	2.0
3990.0	3.0
3993.0	2.0
3996.0	2.0
3998.0	1.0
4002.0	1.0
4003.0	2.0
4007.0	2.0
4008.0	1.0
4009.0	2.0
4012.0	2.0
4013.0	3.0
4015.0	1.0
4018.0	1.0
4020.0	1.0
4023.0	1.0
4026.0	1.0
4029.0	1.0
4030.0	1.0
4031.0	1.0
4032.0	1.0
4034.0	1.0
4036.0	1.0
4040.0	1.0
4041.0	1.0
4042.0	2.0
4043.0	1.0
4044.0	1.0
4045.0	1.0
4049.0	2.0
4055.0	1.0
4056.0	2.0
4057.0	1.0
4060.0	1.0
4063.0	1.0
4066.0	1.0
4070.0	1.0
4071.0	2.0
4075.0	2.0
4077.0	1.0
4083.0	1.0
4084.0	1.0
4085.0	1.0
4086.0	1.0
4095.0	1.0
4101.0	1.0
4105.0	1.0
4109.0	1.0
4111.0	1.0
4114.0	1.0
4115.0	1.0
4117.0	1.0
4118.0	1.0
4119.0	1.0
4120.0	2.0
4122.0	3.0
4124.0	1.0
4127.0	1.0
4128.0	2.0
4132.0	1.0
4134.0	1.0
4137.0	2.0
4138.0	1.0
4139.0	1.0
4144.0	1.0
4145.0	1.0
4146.0	3.0
4154.0	1.0
4155.0	2.0
4159.0	1.0
4160.0	1.0
4163.0	1.0
4169.0	1.0
4176.0	1.0
4184.0	1.0
4187.0	1.0
4193.0	1.0
4194.0	1.0
4195.0	1.0
4199.0	1.0
4200.0	1.0
4202.0	1.0
4203.0	1.0
4209.0	1.0
4213.0	1.0
4219.0	1.0
4225.0	1.0
4226.0	1.0
4228.0	1.0
4231.0	2.0
4236.0	1.0
4238.0	1.0
4239.0	1.0
4240.0	1.0
4241.0	1.0
4244.0	1.0
4248.0	1.0
4254.0	1.0
4255.0	1.0
4256.0	1.0
4257.0	2.0
4265.0	1.0
4267.0	1.0
4268.0	2.0
4269.0	1.0
4271.0	1.0
4274.0	1.0
4275.0	1.0
4278.0	1.0
4280.0	1.0
4282.0	1.0
4283.0	1.0
4285.0	1.0
4286.0	1.0
4288.0	1.0
4289.0	1.0
4291.0	1.0
4294.0	1.0
4295.0	2.0
4296.0	1.0
4299.0	1.0
4303.0	1.0
4305.0	1.0
4307.0	1.0
4310.0	3.0
4311.0	1.0
4314.0	1.0
4315.0	1.0
4316.0	1.0
4320.0	1.0
4321.0	1.0
4324.0	2.0
4325.0	2.0
4326.0	1.0
4329.0	1.0
4331.0	1.0
4333.0	2.0
4338.0	1.0
4339.0	1.0
4340.0	1.0
4341.0	1.0
4342.0	1.0
4352.0	1.0
4353.0	1.0
4354.0	3.0
4362.0	1.0
4364.0	1.0
4369.0	1.0
4374.0	1.0
4375.0	1.0
4377.0	1.0
4383.0	1.0
4384.0	1.0
4387.0	1.0
4389.0	1.0
4392.0	1.0
4394.0	2.0
4397.0	1.0
4398.0	2.0
4399.0	1.0
4400.0	1.0
4406.0	1.0
4409.0	1.0
4411.0	2.0
4413.0	2.0
4414.0	2.0
4417.0	2.0
4418.0	1.0
4419.0	1.0
4420.0	1.0
4421.0	1.0
4424.0	1.0
4426.0	1.0
4429.0	1.0
4432.0	1.0
4433.0	1.0
4436.0	1.0
4437.0	1.0
4441.0	2.0
4444.0	1.0
4446.0	1.0
4448.0	1.0
4451.0	1.0
4453.0	1.0
4456.0	2.0
4458.0	1.0
4459.0	1.0
4460.0	3.0
4462.0	1.0
4464.0	1.0
4468.0	1.0
4472.0	1.0
4487.0	1.0
4502.0	1.0
4504.0	1.0
4505.0	1.0
4506.0	1.0
4509.0	2.0
4510.0	1.0
4511.0	1.0
4513.0	1.0
4514.0	2.0
4519.0	1.0
4529.0	1.0
4530.0	1.0
4542.0	1.0
4543.0	1.0
4551.0	1.0
4562.0	1.0
4567.0	1.0
4577.0	1.0
4580.0	1.0
4591.0	1.0
4601.0	1.0
4603.0	1.0
4609.0	1.0
4610.0	1.0
4614.0	2.0
4617.0	1.0
4623.0	1.0
4629.0	1.0
4633.0	1.0
4650.0	2.0
4653.0	1.0
4654.0	1.0
4658.0	1.0
4663.0	1.0
4670.0	1.0
4673.0	1.0
4675.0	1.0
4676.0	1.0
4677.0	1.0
4686.0	1.0
4699.0	1.0
4704.0	1.0
4708.0	1.0
4722.0	1.0
4726.0	1.0
4731.0	1.0
4732.0	1.0
4739.0	1.0
4743.0	1.0
4751.0	1.0
4754.0	1.0
4757.0	1.0
4774.0	1.0
4785.0	1.0
4786.0	1.0
4787.0	2.0
4790.0	1.0
4794.0	1.0
4806.0	1.0
4809.0	1.0
4834.0	1.0
4837.0	1.0
4858.0	2.0
4861.0	1.0
4870.0	1.0
4873.0	1.0
4877.0	1.0
4892.0	1.0
4898.0	1.0
4904.0	1.0
4908.0	1.0
4916.0	1.0
4917.0	1.0
4944.0	1.0
4951.0	1.0
4954.0	1.0
4959.0	1.0
4964.0	1.0
4965.0	1.0
4966.0	1.0
4968.0	2.0
4969.0	1.0
4971.0	1.0
4972.0	1.0
4988.0	1.0
4991.0	1.0
4999.0	1.0
5002.0	1.0
5006.0	1.0
5010.0	1.0
5012.0	2.0
5013.0	1.0
5014.0	1.0
5022.0	1.0
5026.0	2.0
5029.0	2.0
5031.0	2.0
5034.0	2.0
5037.0	1.0
5042.0	2.0
5045.0	1.0
5047.0	1.0
5059.0	1.0
5061.0	2.0
5067.0	1.0
5068.0	1.0
5072.0	2.0
5076.0	2.0
5077.0	1.0
5080.0	2.0
5081.0	1.0
5085.0	1.0
5087.0	1.0
5096.0	1.0
5100.0	1.0
5103.0	1.0
5113.0	1.0
5119.0	1.0
5123.0	1.0
5129.0	1.0
5138.0	1.0
5139.0	1.0
5140.0	1.0
5143.0	2.0
5147.0	2.0
5161.0	1.0
5163.0	1.0
5164.0	2.0
5171.0	1.0
5174.0	1.0
5178.0	1.0
5192.0	1.0
5264.0	1.0
5295.0	1.0
5303.0	1.0
5304.0	1.0
5306.0	1.0
5313.0	1.0
5316.0	1.0
5328.0	1.0
5330.0	1.0
5341.0	1.0
5357.0	2.0
5364.0	1.0
5368.0	1.0
5376.0	1.0
5394.0	1.0
5396.0	1.0
5399.0	1.0
5402.0	1.0
5408.0	1.0
5430.0	1.0
5431.0	1.0
5440.0	1.0
5452.0	1.0
5458.0	1.0
5460.0	1.0
5467.0	1.0
5469.0	1.0
5474.0	1.0
5476.0	1.0
5478.0	1.0
5479.0	1.0
5482.0	1.0
5484.0	1.0
5486.0	1.0
5490.0	1.0
5491.0	1.0
5492.0	1.0
5493.0	1.0
5499.0	1.0
5503.0	1.0
5511.0	1.0
5512.0	1.0
5529.0	1.0
5537.0	1.0
5539.0	1.0
5558.0	1.0
5572.0	1.0
5577.0	1.0
5579.0	1.0
5589.0	1.0
5590.0	1.0
5604.0	1.0
5610.0	1.0
5620.0	1.0
5633.0	1.0
5645.0	1.0
5649.0	1.0
5658.0	1.0
5662.0	1.0
5681.0	1.0
5682.0	1.0
5694.0	1.0
5731.0	1.0
5765.0	1.0
5780.0	1.0
5796.0	1.0
5801.0	2.0
5810.0	1.0
5813.0	1.0
5824.0	1.0
5827.0	1.0
5848.0	1.0
5856.0	1.0
5857.0	1.0
5881.0	1.0
5883.0	1.0
5889.0	1.0
5893.0	1.0
5913.0	1.0
5919.0	1.0
5930.0	1.0
5940.0	1.0
5950.0	1.0
5964.0	1.0
5965.0	1.0
5966.0	1.0
5971.0	1.0
5991.0	1.0
6000.0	1.0
6001.0	1.0
6035.0	1.0
6045.0	1.0
6047.0	1.0
6051.0	1.0
6057.0	2.0
6065.0	1.0
6069.0	1.0
6087.0	1.0
6100.0	1.0
6103.0	1.0
6107.0	1.0
6115.0	1.0
6124.0	1.0
6147.0	1.0
6169.0	1.0
6177.0	1.0
6184.0	1.0
6192.0	1.0
6201.0	1.0
6202.0	1.0
6209.0	1.0
6231.0	1.0
6234.0	1.0
6237.0	1.0
6247.0	1.0
6248.0	1.0
6271.0	1.0
6291.0	1.0
6294.0	1.0
6296.0	1.0
6310.0	1.0
6313.0	1.0
6322.0	1.0
6335.0	1.0
6354.0	1.0
6356.0	1.0
6358.0	1.0
6364.0	1.0
6370.0	1.0
6372.0	1.0
6374.0	1.0
6388.0	1.0
6397.0	1.0
6404.0	1.0
6410.0	1.0
6417.0	1.0
6426.0	1.0
6436.0	1.0
6455.0	1.0
6475.0	1.0
6482.0	1.0
6484.0	1.0
6486.0	1.0
6488.0	1.0
6495.0	1.0
6502.0	1.0
6506.0	1.0
6508.0	1.0
6512.0	1.0
6519.0	1.0
6540.0	1.0
6543.0	1.0
6549.0	1.0
6555.0	1.0
6574.0	1.0
6585.0	1.0
6586.0	1.0
6591.0	1.0
6593.0	1.0
6608.0	1.0
6615.0	1.0
6618.0	1.0
6629.0	1.0
6640.0	1.0
6668.0	1.0
6669.0	1.0
6670.0	1.0
6672.0	1.0
6688.0	1.0
6694.0	19.0
6701.0	1.0
6713.0	1.0
6718.0	1.0
6732.0	1.0
6734.0	1.0
6737.0	1.0
6740.0	1.0
6744.0	1.0
6746.0	1.0
6756.0	1.0
6788.0	1.0
6802.0	1.0
6815.0	1.0
6825.0	1.0
6828.0	1.0
6835.0	1.0
6850.0	1.0
6866.0	1.0
6871.0	1.0
6874.0	1.0
6888.0	1.0
6889.0	1.0
6912.0	1.0
6928.0	1.0
6929.0	1.0
6943.0	1.0
6954.0	1.0
6960.0	1.0
6965.0	1.0
6975.0	1.0
6983.0	1.0
6988.0	1.0
7000.0	1.0
7001.0	1.0
7013.0	1.0
7022.0	1.0
7024.0	1.0
7026.0	3.0
7038.0	1.0
7073.0	1.0
7079.0	1.0
7092.0	1.0
7097.0	1.0
7098.0	1.0
7114.0	1.0
7122.0	1.0
7127.0	1.0
7147.0	1.0
7154.0	1.0
7160.0	1.0
7187.0	1.0
7205.0	1.0
7213.0	1.0
7218.0	1.0
7221.0	1.0
7227.0	1.0
7237.0	1.0
7244.0	1.0
7245.0	1.0
7254.0	1.0
7278.0	1.0
7289.0	1.0
7291.0	1.0
7311.0	1.0
7343.0	1.0
7345.0	1.0
7351.0	1.0
7362.0	1.0
7368.0	19.0
7380.0	1.0
7384.0	1.0
7399.0	1.0
7400.0	1.0
7416.0	1.0
7418.0	1.0
7434.0	1.0
7459.0	1.0
7470.0	2.0
7481.0	1.0
7492.0	1.0
7499.0	1.0
7517.0	1.0
7528.0	1.0
7531.0	1.0
7532.0	1.0
7539.0	1.0
7549.0	1.0
7562.0	1.0
7591.0	1.0
7607.0	1.0
7611.0	1.0
7614.0	1.0
7620.0	1.0
7625.0	1.0
7626.0	1.0
7630.0	1.0
7631.0	1.0
7643.0	2.0
7644.0	18.0
7663.0	1.0
7664.0	1.0
7674.0	1.0
7675.0	1.0
7686.0	1.0
7693.0	1.0
7703.0	1.0
7722.0	1.0
7748.0	1.0
7755.0	1.0
7772.0	1.0
7774.0	1.0
7784.0	1.0
7789.0	1.0
7795.0	1.0
7796.0	1.0
7803.0	1.0
7818.0	1.0
7819.0	1.0
7825.0	1.0
7843.0	1.0
7850.0	1.0
7857.0	1.0
7877.0	1.0
7891.0	1.0
7912.0	1.0
7913.0	1.0
7914.0	1.0
7918.0	1.0
7919.0	1.0
7951.0	1.0
7954.0	1.0
7967.0	1.0
7972.0	1.0
7990.0	1.0
8010.0	1.0
8012.0	1.0
8036.0	1.0
8042.0	1.0
8043.0	1.0
8057.0	1.0
8080.0	1.0
8086.0	1.0
8087.0	1.0
8088.0	1.0
8092.0	2.0
8099.0	1.0
8105.0	1.0
8125.0	1.0
8132.0	1.0
8142.0	1.0
8144.0	1.0
8158.0	1.0
8165.0	1.0
8176.0	1.0
8177.0	1.0
8187.0	1.0
8188.0	1.0
8200.0	1.0
8210.0	1.0
8211.0	1.0
8212.0	1.0
8220.0	1.0
8224.0	1.0
8237.0	1.0
8250.0	1.0
8266.0	1.0
8280.0	1.0
8287.0	1.0
8291.0	1.0
8301.0	1.0
8302.0	2.0
8307.0	1.0
8315.0	1.0
8319.0	1.0
8350.0	2.0
8351.0	1.0
8356.0	1.0
8366.0	1.0
8369.0	1.0
8371.0	1.0
8377.0	1.0
8391.0	1.0
8404.0	1.0
8415.0	1.0
8420.0	1.0
8421.0	1.0
8424.0	1.0
8432.0	1.0
8444.0	1.0
8467.0	1.0
8469.0	1.0
8478.0	1.0
8479.0	1.0
8485.0	2.0
8487.0	1.0
8489.0	1.0
8491.0	1.0
8497.0	1.0
8509.0	2.0
8516.0	1.0
8517.0	1.0
8539.0	1.0
8553.0	1.0
8561.0	1.0
8563.0	1.0
8581.0	1.0
8582.0	1.0
8589.0	1.0
8590.0	1.0
8601.0	1.0
8609.0	1.0
8613.0	1.0
8614.0	2.0
8617.0	1.0
8634.0	1.0
8640.0	1.0
8657.0	1.0
8667.0	1.0
8668.0	1.0
8712.0	1.0
8719.0	1.0
8740.0	1.0
8768.0	1.0
8778.0	1.0
8806.0	1.0
8817.0	1.0
8831.0	1.0
8843.0	1.0
8851.0	1.0
8873.0	1.0
8876.0	1.0
8882.0	1.0
8893.0	1.0
8922.0	1.0
8953.0	1.0
8955.0	2.0
8961.0	1.0
8963.0	1.0
8978.0	1.0
8994.0	1.0
9006.0	1.0
9018.0	1.0
9049.0	1.0
9051.0	1.0
9058.0	1.0
9064.0	1.0
9075.0	1.0
9083.0	1.0
9098.0	1.0
9111.0	1.0
9115.0	1.0
9116.0	1.0
9144.0	1.0
9145.0	1.0
9151.0	1.0
9170.0	1.0
9180.0	1.0
9183.0	1.0
9199.0	1.0
9226.0	1.0
9228.0	1.0
9230.0	1.0
9240.0	1.0
9252.0	1.0
9277.0	1.0
9283.0	1.0
9301.0	1.0
9302.0	1.0
9315.0	1.0
9316.0	1.0
9320.0	1.0
9321.0	1.0
9328.0	1.0
9338.0	1.0
9343.0	1.0
9344.0	1.0
9367.0	1.0
9376.0	1.0
9386.0	1.0
9397.0	1.0
9426.0	1.0
9431.0	1.0
9448.0	1.0
9451.0	1.0
9452.0	1.0
9460.0	1.0
9469.0	1.0
9474.0	1.0
9490.0	1.0
9491.0	1.0
9501.0	1.0
9502.0	1.0
9508.0	1.0
9544.0	1.0
9602.0	1.0
9638.0	1.0
9685.0	1.0
9702.0	1.0
9707.0	1.0
9710.0	1.0
9733.0	1.0
9740.0	1.0
9769.0	1.0
9834.0	1.0
9883.0	1.0
9889.0	1.0
9959.0	1.0
9989.0	1.0
10006.0	19.0
10010.0	1.0
10029.0	1.0
10079.0	1.0
10128.0	1.0
10156.0	1.0
10173.0	1.0
10183.0	2.0
10198.0	1.0
10203.0	1.0
10206.0	1.0
10210.0	2.0
10215.0	1.0
10229.0	1.0
10253.0	1.0
32276.0	19.0
55137.0	1.0
55138.0	14.0
55139.0	4.0
109198.0	1.0
109199.0	1.0
109200.0	17.0
