#Position (bp)	mapping quality
2.995282718E9	31.221015744533833
2.9953872025E9	9.386706423774845
2.995549431E9	15.801914911211542
2.9957311045E9	27.284867149715154
2.995899982E9	39.58998149302772
2.99913101E9	40.36640943012083
3.0064054775E9	59.48266367711761
3.0146535035E9	59.515960262307395
3.0229015295E9	57.75887222061415
3.0311495555E9	59.36353717427264
3.0393975815E9	59.615857347431955
3.0476456075E9	51.02046263615475
3.0558936335E9	46.974595317439956
3.0641416595E9	58.50841132891585
3.0723896855E9	55.962794344561026
3.0806377115E9	59.56331446074075
3.0888857375E9	49.704493692652555
3.0971337635E9	50.0212630311366
3.1053817895E9	59.74009457143432
3.1136298155E9	53.551858129507934
3.1218778415E9	59.29080026812369
3.1301258675E9	58.66613486414839
3.1383738935E9	56.54366704216811
3.1466219195E9	53.84270738064299
3.1513836915E9	53.86192582752961
3.1555077045E9	0.4379930604122534
3.1631179715E9	19.429163988850142
3.1713659975E9	16.691935500836216
3.1796140235E9	8.906949305069492
3.1878620495E9	0.0
3.1961100755E9	0.0
3.2043581015E9	0.0
3.20886549E9	0.14089909004481868
3.2092674855E9	0.0
3.209519677E9	0.2342893995509373
3.209892578E9	5.618493805153406
3.2101846785E9	0.1728832845919704
3.2105124185E9	0.2571095471599892
3.2107704875E9	0.0
3.2109366555E9	0.7938926410433705
3.2111129705E9	3.148260303504694
3.211276395E9	3.335375798986114
3.211417082E9	7.8469937672805665
3.2117631015E9	4.809522572219693
3.2120996225E9	0.32416451410813096
3.2123906835E9	0.0806286779360469
3.212785749E9	0.14163218045356568
3.213056867E9	0.2713585399314647
3.213403592E9	0.1344511728736196
3.2137350435E9	0.6877793553136667
3.2140934165E9	0.4526986335597123
